beta_pub beta_grocery beta_cinema beta_commute_unit beta_commute_city_unit beta_hospital beta_care_home beta_company beta_school beta_household beta_university asymptomatic_ratio seed_strength social_distancing_beta_factor quarantine_household_compliance
0.318747 0.094951 0.046928199999999996 0.290053 0.44374399999999997 0.186342 0.942448 0.291468 0.197641 0.140148 0.21344000000000002 0.363108 0.583598 0.7323993965012219 0.8417051265134294
0.41643900000000006 0.053209000000000006 0.20851999999999998 0.407571 0.429025 0.17986400000000002 0.462139 0.117112 0.316726 0.0570024 0.400659 0.262824 0.767753 0.7161345685150841 0.8132126339327987
0.30854299999999996 0.119334 0.060566800000000004 0.136891 0.23037600000000003 0.347988 0.574866 0.208171 0.161951 0.195605 0.193332 0.3698 0.6816760000000001 0.7690727024303876 0.8028711081208203
0.215352 0.0462423 0.11721199999999998 0.18729200000000001 0.41555699999999995 0.409456 0.25403000000000003 0.272215 0.154699 0.24628699999999998 0.49015200000000003 0.314609 0.635919 0.8375951571034588 0.9168323645504147
0.251904 0.0223222 0.10091 0.164799 0.467617 0.345066 0.271916 0.126556 0.367821 0.0896706 0.48325200000000007 0.345806 0.969734 0.6927723512847662 0.912292982202854
0.154815 0.06598689999999999 0.0605354 0.132986 0.11381199999999998 0.28329699999999997 0.370069 0.305883 0.296313 0.10937999999999999 0.419774 0.310204 0.767458 0.7504141370353906 0.8517425581931795
0.155024 0.03792430000000001 0.09662760000000001 0.0602203 0.192656 0.371691 0.11886400000000001 0.240909 0.195321 0.191329 0.432145 0.316042 1.22996 0.6627000035009228 0.8272839010821167
0.184022 0.0618942 0.0267402 0.226406 0.330991 0.373779 0.6831119999999999 0.0755551 0.14793299999999998 0.213126 0.0632151 0.32953499999999997 1.27836 0.838609190815668 0.9670922494287683
0.406763 0.0726933 0.044882099999999994 0.44134300000000004 0.459854 0.10042999999999999 0.417867 0.10118300000000001 0.217527 0.138325 0.184382 0.314372 0.798744 0.6957845779361376 0.972552064521258
0.374409 0.0474977 0.163441 0.19602 0.105927 0.307761 0.712861 0.14675 0.0760102 0.187324 0.385982 0.33958499999999997 1.13215 0.8491237364086909 0.8546157739161944
0.09805239999999998 0.04598 0.046487400000000005 0.281406 0.0589308 0.466808 0.371935 0.191208 0.30551999999999996 0.15648 0.43812399999999996 0.36435500000000004 0.77128 0.7244591583986274 0.8876402683726178
0.21988200000000002 0.0782926 0.183835 0.427472 0.347325 0.33732199999999996 0.201234 0.0851583 0.246315 0.191521 0.12953199999999998 0.35665399999999997 0.719379 0.7439685344268891 0.8039765240838738
0.40381500000000004 0.0639565 0.0856757 0.40007 0.15828699999999998 0.275039 0.37350500000000003 0.19909000000000002 0.309296 0.0747407 0.213777 0.260761 0.797602 0.7154470004597533 0.9963282722878262
0.431742 0.070029 0.148088 0.304087 0.14096 0.438424 0.886307 0.120413 0.115731 0.262739 0.48399 0.212504 0.5966319999999999 0.7893802036738646 0.9345840095327655
0.09339650000000001 0.0579149 0.07013760000000001 0.2708 0.46552299999999996 0.326361 0.275569 0.24398499999999998 0.196792 0.170651 0.0981942 0.373668 1.1168 0.673150364351988 0.9680355476416351
0.327229 0.0781814 0.20794899999999997 0.199889 0.29235300000000003 0.125342 0.197277 0.254542 0.0853087 0.157354 0.0750971 0.275035 1.0979999999999999 0.6689154867060113 0.8457841164788361
0.153016 0.08150189999999999 0.0795182 0.153353 0.179516 0.210216 0.588939 0.119373 0.165414 0.18021800000000002 0.328237 0.293917 0.9248069999999999 0.728188156877165 0.8334031464748521
0.124759 0.0920041 0.0139268 0.37810900000000003 0.42410699999999996 0.28878899999999996 0.758067 0.199524 0.16281199999999998 0.221748 0.435787 0.377303 0.8080470000000001 0.815133537381994 0.9917214835721998
0.201835 0.0732998 0.0732102 0.22491 0.273708 0.481687 0.49795600000000007 0.0850618 0.269961 0.107921 0.365162 0.320286 1.13012 0.8053875102188204 0.9545320408644848
0.41348900000000005 0.05877140000000001 0.23473200000000002 0.259412 0.49865 0.19888699999999998 0.613006 0.162353 0.253662 0.0649928 0.25704099999999996 0.358406 0.9834940000000001 0.8369634611626033 0.8205741074151949
0.234312 0.0364623 0.0318729 0.171567 0.149556 0.159669 0.50641 0.161873 0.212344 0.12385 0.178396 0.391938 1.2358799999999999 0.7989187566526808 0.8356273233316954
0.31658200000000003 0.0235707 0.0733187 0.0671874 0.0246996 0.14382999999999999 0.189118 0.372421 0.193509 0.158172 0.13472 0.221656 0.662613 0.8397626631463105 0.9478932603064947
0.387285 0.0332006 0.0900416 0.487829 0.155691 0.147341 0.705559 0.101749 0.0874087 0.155383 0.0800286 0.242206 1.09164 0.7908358896837223 0.8539254547641029
0.390216 0.0687596 0.041650599999999996 0.19361 0.089849 0.382911 0.765072 0.347476 0.146885 0.147729 0.18842 0.39286 0.776598 0.6982964648657947 0.999878152932455
0.205862 0.0480574 0.134012 0.279665 0.304587 0.155871 0.9330809999999999 0.13255799999999998 0.25539 0.115792 0.309337 0.38366500000000003 0.8194620000000001 0.8312405822518901 0.8569451215219992
0.399118 0.0221628 0.0831923 0.23446 0.36455 0.266434 0.351138 0.38938 0.0818541 0.129082 0.059756100000000006 0.34511 0.9166219999999999 0.823755739599701 0.8766159367617465
0.21114499999999997 0.0403829 0.13053399999999998 0.236411 0.15655 0.173069 0.723865 0.06336810000000001 0.245729 0.106173 0.0806105 0.344704 0.850568 0.7924434134138342 0.8652518035985068
0.20056 0.0363497 0.191191 0.45020200000000005 0.328947 0.101509 0.5379550000000001 0.08978760000000001 0.23425700000000002 0.086639 0.149841 0.326357 1.1421299999999999 0.8207252994998333 0.8015591842243784
0.29630100000000004 0.0374586 0.0724586 0.11840899999999999 0.0915415 0.193118 0.431138 0.09760039999999999 0.128874 0.201472 0.436608 0.33102 1.07266 0.6988614447881251 0.9029126820218496
0.09016560000000001 0.0538996 0.0867166 0.105055 0.189996 0.0650751 0.43542700000000006 0.130868 0.226388 0.250479 0.139375 0.290495 0.960828 0.7459152611781343 0.8103955299436509
0.356035 0.0123763 0.24231799999999998 0.264548 0.35794699999999996 0.260054 0.468603 0.178776 0.0750222 0.206258 0.138762 0.268992 0.819577 0.67002811354562 0.9380250555440188
0.235564 0.011618999999999999 0.06341319999999999 0.12520499999999998 0.269362 0.08704780000000001 0.39359299999999997 0.304719 0.0741451 0.243628 0.408053 0.26218600000000003 0.70911 0.7408267103812353 0.81100355647058
0.242274 0.061024800000000004 0.0976127 0.448298 0.158194 0.38729 0.49259899999999995 0.0708043 0.18454700000000002 0.139477 0.198775 0.286846 1.14647 0.6772077667610198 0.815308077743187
0.047532099999999994 0.101124 0.0252945 0.101325 0.1203 0.16569 0.62087 0.189863 0.142782 0.305415 0.131434 0.265907 1.0311 0.7989831565450531 0.9621556363891801
0.265167 0.0509439 0.215842 0.361247 0.186203 0.16855499999999998 0.320977 0.167209 0.0635074 0.190608 0.271939 0.272358 1.1422 0.7593854046481413 0.9548454996830795
0.149723 0.10879000000000001 0.035832 0.25553899999999996 0.419681 0.283721 0.551769 0.320129 0.17219600000000002 0.152954 0.0425603 0.262889 0.742013 0.8361731439181574 0.807469070073973
0.274532 0.0792123 0.0850278 0.243454 0.11091 0.182008 0.45845 0.191353 0.132868 0.22480300000000003 0.22434 0.33655300000000005 1.07302 0.675845003297364 0.9902810897273535
0.257207 0.0274955 0.040836199999999996 0.146534 0.206708 0.315905 0.426019 0.18066300000000002 0.241207 0.151063 0.42736499999999994 0.396084 0.949522 0.8078123250783702 0.9849373909390735
0.141056 0.062418499999999995 0.0615764 0.11283 0.136628 0.304854 0.838152 0.280351 0.23195700000000002 0.147401 0.222741 0.33311799999999997 0.803029 0.6986570691416595 0.8956432586380793
0.05532080000000001 0.11599000000000001 0.030552 0.460685 0.391394 0.122334 0.601781 0.122676 0.152141 0.214928 0.272525 0.326728 1.12363 0.7097599630488414 0.8926918085813922
0.329784 0.0175774 0.112149 0.132277 0.118504 0.30615 0.409768 0.178071 0.12262999999999999 0.23564899999999997 0.40816399999999997 0.223291 0.7430479999999999 0.8071921444553544 0.9767760696697664
0.242621 0.0593831 0.0363059 0.395225 0.156146 0.34864 0.7065020000000001 0.207792 0.20989000000000002 0.10996700000000001 0.0931447 0.31653000000000003 1.00539 0.7865315781158572 0.8225298802865089
0.0966352 0.023991400000000003 0.0280437 0.293914 0.18976300000000001 0.20663 0.273262 0.0761559 0.32202800000000004 0.177463 0.17061300000000001 0.395496 0.877059 0.7258410039607986 0.8190825950393336
0.281375 0.0191484 0.06810060000000001 0.423505 0.101793 0.179478 0.22841999999999998 0.0622225 0.222849 0.219723 0.182799 0.278658 1.01251 0.8115215396433199 0.9287556748237592
0.277248 0.055765199999999994 0.08328819999999999 0.148621 0.18715299999999999 0.39179899999999995 0.9898600000000001 0.268894 0.0839914 0.296567 0.0595844 0.351933 0.721543 0.8377266518605992 0.8838730265152402
0.199126 0.112701 0.146977 0.137356 0.16234500000000002 0.19044 0.45856899999999995 0.170597 0.145065 0.279053 0.0437211 0.367352 0.844706 0.6614291788450746 0.856716397458785
0.23514699999999997 0.0547325 0.147862 0.083026 0.169129 0.327032 0.198856 0.142874 0.173259 0.268137 0.021649900000000003 0.368529 1.17016 0.8123561943755564 0.8939907915444001
0.15237 0.0595595 0.135496 0.478571 0.345612 0.209866 0.5088600000000001 0.0667853 0.199993 0.10962100000000001 0.228079 0.254293 1.17235 0.7196410658672029 0.8429114058451146
0.170182 0.0898548 0.0386587 0.28821599999999997 0.173731 0.262881 0.49891499999999994 0.11311700000000001 0.119093 0.364392 0.09107 0.27074699999999996 1.11806 0.663230612576158 0.9125513642912004
0.154396 0.074912 0.0695125 0.304616 0.108252 0.454084 0.30334 0.28730100000000003 0.32455500000000004 0.0902285 0.24428000000000002 0.34459 1.1122 0.6776908237141134 0.9894936420787397
0.348854 0.0222173 0.205814 0.122347 0.161158 0.152066 0.203725 0.274935 0.120858 0.20159000000000002 0.147322 0.30085500000000004 0.8157399999999999 0.8475130271250328 0.9997047644081286
0.0707846 0.042136 0.061552499999999996 0.47998900000000005 0.158108 0.124573 0.8512129999999999 0.14644300000000002 0.341404 0.0912853 0.456425 0.33365500000000003 0.92486 0.6622925729075962 0.940741037799828
0.202724 0.0793727 0.0898781 0.407871 0.355679 0.328896 0.298579 0.260594 0.251648 0.09192489999999999 0.45352 0.319641 1.0594299999999999 0.772649361717401 0.9501905491734691
0.160047 0.06616939999999999 0.0277048 0.45433599999999996 0.0821023 0.36590300000000003 0.613663 0.0812225 0.17110799999999998 0.117869 0.396944 0.21067800000000003 0.9926590000000001 0.7612136163924651 0.917333833363152
0.36198800000000003 0.0431659 0.0551505 0.201944 0.251152 0.265542 0.5346310000000001 0.218042 0.15171500000000002 0.157394 0.0872596 0.322817 0.9847020000000001 0.8309783825730581 0.8551052688403096
0.271411 0.0132695 0.180624 0.25593499999999997 0.403998 0.266752 0.48550600000000005 0.0783335 0.238671 0.239668 0.310293 0.237433 0.5485979999999999 0.7137629674836623 0.930047852058729
0.173617 0.032200400000000004 0.0336717 0.229303 0.37545500000000004 0.32056599999999996 0.5206430000000001 0.287944 0.216469 0.151793 0.45738900000000005 0.336372 0.8158529999999999 0.7506171185090614 0.9743167744008399
0.211073 0.08261239999999999 0.12351400000000001 0.233535 0.47270100000000004 0.194821 0.248798 0.236627 0.122798 0.212126 0.359016 0.35477600000000004 0.8778299999999999 0.7138454942875587 0.9970364746851825
0.409088 0.023612 0.07221860000000001 0.475347 0.0415242 0.0820174 0.555283 0.108883 0.0560888 0.28020100000000003 0.264523 0.265268 1.07653 0.7711978270263945 0.8049121871272579
0.365479 0.0179779 0.0920946 0.32879200000000003 0.192646 0.309785 0.362295 0.184428 0.07870419999999999 0.286526 0.035874800000000005 0.376676 0.956775 0.7973312383885032 0.8166585900902334
0.405404 0.051874300000000005 0.056390800000000005 0.352622 0.48860600000000004 0.335374 0.586558 0.0904444 0.204349 0.16405699999999998 0.45364899999999997 0.23346999999999998 0.839434 0.7796058504754253 0.9009901937131365
0.341296 0.0286258 0.0170965 0.20568499999999998 0.0503163 0.251106 0.124214 0.33308499999999996 0.114578 0.14213499999999998 0.0375078 0.270226 1.0417399999999999 0.772367936086866 0.8465129753847497
0.38358600000000004 0.0376495 0.0455767 0.249088 0.0696983 0.40273000000000003 0.516091 0.176095 0.130047 0.220239 0.254287 0.388936 0.939599 0.8333586312576533 0.8932895523823083
0.47310699999999994 0.0310948 0.209394 0.34070900000000004 0.48051099999999997 0.415592 0.207833 0.16649 0.190715 0.16180899999999998 0.141016 0.28477399999999997 0.668539 0.7503489962798725 0.9756087631359479
0.227785 0.122012 0.130647 0.31508 0.348722 0.070779 0.223361 0.218254 0.156029 0.157736 0.259368 0.294354 1.14982 0.7939777655775202 0.8413636336075938
0.48801300000000003 0.061351199999999995 0.0218131 0.19591 0.432684 0.167023 0.617426 0.106674 0.13112100000000002 0.179565 0.419746 0.237064 0.910618 0.7701368835086896 0.8502529631202346
0.328351 0.046274699999999995 0.178127 0.277238 0.21593600000000002 0.133676 0.375082 0.24651900000000002 0.20875700000000003 0.140353 0.07706 0.33219899999999997 0.960975 0.7952352241893832 0.8183055469063008
0.371042 0.0354569 0.107432 0.41343599999999997 0.38755300000000004 0.447219 0.237123 0.179817 0.220302 0.129706 0.258709 0.38962800000000003 0.9725600000000001 0.8326749755756738 0.9318965239433142
0.435067 0.0271908 0.188723 0.107172 0.209525 0.23821399999999998 0.28281799999999996 0.16506400000000002 0.235814 0.160663 0.171495 0.225004 0.6333409999999999 0.7239734736932332 0.8253294854955444
0.337881 0.10928900000000001 0.206589 0.20800900000000003 0.246405 0.187918 0.674821 0.138924 0.23939899999999997 0.12090999999999999 0.158538 0.379395 0.8004479999999999 0.8109902381178624 0.9220085295405857
0.422308 0.0658712 0.0797045 0.274851 0.41745200000000005 0.190617 0.474577 0.126924 0.115157 0.33928800000000003 0.30077800000000005 0.221929 0.715841 0.7893656002409287 0.9759619729333726
0.367924 0.021409900000000003 0.186633 0.405696 0.35885 0.34589200000000003 0.262477 0.102109 0.153936 0.357665 0.46593199999999996 0.213612 0.791502 0.7302550278747397 0.8065983630846841
0.279512 0.0629599 0.16359400000000002 0.227725 0.160026 0.178975 0.386782 0.324851 0.18296700000000002 0.08847460000000001 0.179036 0.245517 1.05198 0.6662278503784032 0.891421006763029
0.42579399999999995 0.0390503 0.0962168 0.48129700000000003 0.149848 0.11247 0.704422 0.051899400000000005 0.23248000000000002 0.11167300000000001 0.053283800000000006 0.277821 1.03349 0.6528311206095818 0.930752740194812
0.355894 0.042383699999999996 0.0821079 0.233301 0.296022 0.271497 0.353723 0.11042 0.107146 0.180371 0.26361999999999997 0.217373 0.911695 0.8270792343527255 0.8578779930803863
0.40573899999999996 0.042505 0.20581100000000002 0.488807 0.321358 0.45248 0.794816 0.0568059 0.101586 0.146759 0.48745600000000006 0.332925 1.10732 0.8399368158925011 0.8497439355965588
0.42584799999999995 0.0333402 0.0916227 0.0530415 0.23259000000000002 0.158251 0.5356569999999999 0.203743 0.253008 0.06788430000000001 0.204432 0.368634 1.22264 0.7165451550125937 0.8962337778167765
0.49600299999999997 0.0184974 0.117256 0.329276 0.20653000000000002 0.46231400000000006 0.349572 0.252458 0.158102 0.10746099999999999 0.0761653 0.22030500000000003 1.0467 0.7565055923432192 0.829476502785212
0.311395 0.07816519999999999 0.078816 0.403211 0.448766 0.384831 0.881034 0.167033 0.117477 0.220746 0.49607700000000005 0.231713 0.777879 0.7790106832342503 0.867088461352359
0.238197 0.047544 0.101259 0.0628898 0.105528 0.15789 0.10628699999999999 0.283429 0.148337 0.224846 0.148491 0.261372 0.9553209999999999 0.7576616544146537 0.9591674509524041
0.22013400000000002 0.07813669999999999 0.11626900000000001 0.10991400000000001 0.290717 0.328219 0.35383400000000004 0.23755700000000002 0.304748 0.0941122 0.243827 0.362161 1.15571 0.820169861268858 0.8148094662111189
0.132273 0.0321938 0.12678599999999998 0.462362 0.271039 0.386759 0.28499800000000003 0.115418 0.153029 0.202508 0.358327 0.275595 0.9974379999999999 0.7623846498964162 0.9482495114410096
0.18246300000000001 0.122546 0.0235011 0.20746599999999998 0.159024 0.312828 0.341988 0.157201 0.123624 0.395536 0.0129114 0.39110900000000004 1.04254 0.7194412211754541 0.8123438515468822
0.385803 0.060325300000000005 0.10441800000000001 0.10038899999999999 0.171431 0.20861300000000002 0.306771 0.387816 0.0763003 0.168287 0.38146399999999997 0.23220100000000002 0.6495609999999999 0.7676419449154358 0.97133832052723
0.49210699999999996 0.0398465 0.147722 0.470938 0.48684399999999994 0.0899107 0.25415 0.0939424 0.108949 0.22150599999999998 0.0630486 0.359906 0.999604 0.6532437567733593 0.9800540608162733
0.19704100000000002 0.0364036 0.0933745 0.44678 0.22229699999999997 0.157066 0.598093 0.209364 0.23745 0.10440999999999999 0.433346 0.345109 1.10461 0.6711150031784511 0.9055429331463688
0.42941 0.04137 0.157461 0.10796900000000001 0.383069 0.11685799999999999 0.286908 0.371546 0.0701339 0.20885 0.306744 0.38996 0.662834 0.7358180481274106 0.8090874379038936
0.185662 0.061530499999999995 0.10794400000000001 0.252569 0.240628 0.12486300000000002 0.350018 0.24453899999999998 0.30329 0.08740629999999999 0.345062 0.299588 1.08605 0.6764493132722795 0.9259024454366974
0.08692810000000001 0.042118300000000004 0.0127484 0.29379 0.440378 0.267933 0.8766950000000001 0.100035 0.337071 0.0706895 0.0690929 0.201988 0.9259959999999999 0.6695430248836909 0.9894888474203245
0.22284400000000001 0.0790313 0.166752 0.43037299999999995 0.22218800000000002 0.273706 0.643628 0.11199999999999999 0.208371 0.21511 0.21231799999999998 0.317581 0.538078 0.6935611453036967 0.8169549829954703
0.35205 0.05122569999999999 0.18929200000000002 0.0762562 0.154383 0.106512 0.562746 0.10656099999999999 0.21305300000000002 0.191971 0.11344800000000001 0.221888 0.885232 0.7336308597793064 0.878329498183265
0.342986 0.061429 0.14247 0.39837100000000003 0.447611 0.0934395 0.526292 0.14891600000000002 0.177991 0.100922 0.389868 0.275753 1.10857 0.6942761893500123 0.8176201654084122
0.382983 0.03703069999999999 0.166354 0.150647 0.11200399999999999 0.0826661 0.478155 0.167797 0.0930253 0.30396799999999996 0.318374 0.311456 0.752405 0.7577007164304571 0.8291951421831486
0.498105 0.0462923 0.162128 0.258864 0.481212 0.0977339 0.378469 0.300583 0.260089 0.0902788 0.23580900000000002 0.338647 0.670331 0.7491619617181118 0.8231477400122531
0.287994 0.061959900000000005 0.237946 0.0932588 0.253101 0.0895335 0.08451900000000001 0.12928900000000002 0.118578 0.347127 0.472325 0.244369 1.07639 0.6834247284617995 0.9811198000357197
0.366658 0.041845099999999996 0.24559 0.443104 0.313205 0.44354499999999997 0.31756999999999996 0.144637 0.34942399999999996 0.07014069999999999 0.0732425 0.297171 0.8819870000000001 0.7842946037633975 0.9507853547065703
